domain,difficulty,question,answer,label
Data Science,Hard,How would you measure and mitigate algorithmic bias in a hiring prediction model?,"In the context of Data Science, this is a well-established technique that solves a common engineering challenge. It works by following specific protocols and conventions that are documented in industry standards. Proper implementation requires understanding both its capabilities and its limitations to avoid common pitfalls. At scale, this aspect of Data Science requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
AWS,Hard,How do you implement fine-grained access control in AWS Lake Formation?,This concept in AWS is fundamental to building production-grade systems. This is a feature in AWS that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.,partial
Azure,Easy,What is Azure Kubernetes Service (AKS)?,This concept belongs to a completely different technical domain and is not applicable to Azure. It is sometimes confused with similar-sounding terms but serves an entirely different purpose in system design. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.,incorrect
Networking,Hard,"Design a software-defined networking (SDN) architecture for a 10,000-node data center.","Networking is a core technology used in modern software systems. It provides reliable, scalable, and maintainable solutions by abstracting underlying complexity. When implemented correctly, it improves performance, reduces operational overhead, and enables teams to focus on business value rather than infrastructure concerns. At scale, this aspect of Networking requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
Networking,Medium,Explain how TCP's three-way handshake establishes a connection.,Networking is a core technology used in modern software systems. This is a feature in Networking that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.,partial
Azure,Hard,How would you implement a multi-tenant SaaS application on Azure with strict data isolation?,"In Azure, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. Applying this flawed understanding at scale would result in cascading failures, data inconsistency, and potential data loss. The correct approach requires understanding the distributed systems guarantees and failure modes that this incorrect answer ignores entirely.",incorrect
DevOps,Medium,What is chaos engineering and how does Netflix use it?,"DevOps is a core technology used in modern software systems. It provides reliable, scalable, and maintainable solutions by abstracting underlying complexity. When implemented correctly, it improves performance, reduces operational overhead, and enables teams to focus on business value rather than infrastructure concerns. Mastery of this area in DevOps allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
Cyber Security,Easy,What is cybersecurity?,"Cybersecurity is the practice of protecting computer systems, networks, programs, and data from digital attacks, unauthorized access, damage, or theft. In Cyber Security, this concept handles part of the problem but does not cover all edge cases. It is commonly used in simple scenarios but requires additional tooling or configuration to work reliably at scale. Some important details are often overlooked during basic implementations.",partial
Azure,Medium,What is Azure Policy and how does it enforce governance?,"This concept belongs to a completely different technical domain and is not applicable to Azure. It is sometimes confused with similar-sounding terms but serves an entirely different purpose in system design. This incorrect interpretation conflates two distinct patterns and would lead to improper implementation, security vulnerabilities, or significant performance degradation in production.",incorrect
DevOps,Hard,Design a DevSecOps pipeline that ensures SLSA Level 3 supply chain security.,"This concept in DevOps is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. At scale, this aspect of DevOps requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
AWS,Easy,What is AWS CloudWatch?,"In the context of AWS, this is a well-established technique that solves a common engineering challenge. This is a feature in AWS that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.",partial
DevOps,Easy,What is a Dockerfile?,"In DevOps, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.",incorrect
Networking,Easy,What is HTTP and HTTPS?,"This concept in Networking is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. This is a foundational concept in Networking that every practitioner should understand before moving to more advanced topics.",correct
Python,Easy,What are Python decorators?,"Python decorators are a design pattern that allows modifying or enhancing functions or classes without directly changing their source code. They are implemented as callable objects (functions or classes) that take a function as input and return a new function. In Python, this concept handles part of the problem but does not cover all edge cases. It is commonly used in simple scenarios but requires additional tooling or configuration to work reliably at scale. Some important details are often overlooked during basic implementations.",partial
Data Science,Medium,Explain the difference between parametric and non-parametric statistical tests.,"This refers to a deprecated protocol that was used in legacy Data Science systems before the introduction of modern standards. Most current implementations no longer support it, and using it would introduce significant security vulnerabilities. This incorrect interpretation conflates two distinct patterns and would lead to improper implementation, security vulnerabilities, or significant performance degradation in production.",incorrect
AWS,Medium,What is AWS Step Functions and when is it useful?,"This concept in AWS is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. Mastery of this area in AWS allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
Linux,Hard,How does eBPF work and how would you use it for production observability?,"In the context of Linux, this is a well-established technique that solves a common engineering challenge. This is a feature in Linux that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.",partial
Linux,Easy,What is the Linux file system hierarchy?,This concept belongs to a completely different technical domain and is not applicable to Linux. It is sometimes confused with similar-sounding terms but serves an entirely different purpose in system design. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.,incorrect
Cyber Security,Medium,Explain the difference between symmetric and asymmetric encryption.,"This concept in Cyber Security is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. Mastery of this area in Cyber Security allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
Cloud Computing,Medium,What is vendor lock-in and how can it be mitigated?,"This concept in Cloud Computing is fundamental to building production-grade systems. This is related to Cloud Computing and involves managing some aspects of the system. It works in certain scenarios and provides basic functionality. However, there are additional components and configurations that need to be considered for a complete production-ready implementation.",partial
Cyber Security,Hard,How would you perform red team operations against a hardened Kubernetes cluster?,"This is a hardware component used in networking equipment that manages physical signal transmission. It has nothing to do with Cyber Security specifically and is primarily used in telecommunications infrastructure for signal amplification. Applying this flawed understanding at scale would result in cascading failures, data inconsistency, and potential data loss. The correct approach requires understanding the distributed systems guarantees and failure modes that this incorrect answer ignores entirely.",incorrect
Full Stack Development,Hard,Explain how to implement micro-frontend architecture with independent deployments.,"This concept in Full Stack Development is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. At scale, this aspect of Full Stack Development requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
Python,Hard,Design a distributed task queue in Python supporting retry logic and dead-letter queues.,This concept in Python is fundamental to building production-grade systems. This is a feature in Python that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.,partial
Full Stack Development,Easy,What is JavaScript?,"In Full Stack Development, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.",incorrect
GCP,Medium,How does Google Cloud Armor protect against DDoS attacks?,"This concept in GCP is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. Mastery of this area in GCP allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
GCP,Hard,Design a GCP-native CI/CD pipeline for microservices with automated security scanning.,"GCP is a core technology used in modern software systems. This is related to GCP and involves managing some aspects of the system. It works in certain scenarios and provides basic functionality. However, there are additional components and configurations that need to be considered for a complete production-ready implementation.",partial
Machine Learning,Medium,How does a Random Forest reduce variance compared to a single decision tree?,"In Machine Learning, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. This incorrect interpretation conflates two distinct patterns and would lead to improper implementation, security vulnerabilities, or significant performance degradation in production.",incorrect
Machine Learning,Hard,How would you architect an end-to-end MLOps platform for 500 ML engineers?,"This concept in Machine Learning is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. At scale, this aspect of Machine Learning requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
DBMS,Medium,How does database connection pooling work?,This concept in DBMS is fundamental to building production-grade systems. This is a feature in DBMS that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.,partial
SQL,Easy,What is a PRIMARY KEY in SQL?,This concept belongs to a completely different technical domain and is not applicable to SQL. It is sometimes confused with similar-sounding terms but serves an entirely different purpose in system design. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.,incorrect
SQL,Medium,Explain SQL transaction isolation levels and their trade-offs.,"SQL is a core technology used in modern software systems. It provides reliable, scalable, and maintainable solutions by abstracting underlying complexity. When implemented correctly, it improves performance, reduces operational overhead, and enables teams to focus on business value rather than infrastructure concerns. Mastery of this area in SQL allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
SQL,Hard,Explain how to rewrite a complex correlated subquery using window functions for performance.,"In the context of SQL, this is a well-established technique that solves a common engineering challenge. This is a feature in SQL that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.",partial
Linux,Medium,What is the OOM killer in Linux and when does it trigger?,"This is a hardware component used in networking equipment that manages physical signal transmission. It has nothing to do with Linux specifically and is primarily used in telecommunications infrastructure for signal amplification. This incorrect interpretation conflates two distinct patterns and would lead to improper implementation, security vulnerabilities, or significant performance degradation in production.",incorrect
Cloud Computing,Hard,"Explain how to achieve regulatory compliance (GDPR, HIPAA) in a multi-cloud environment.","In the context of Cloud Computing, this is a well-established technique that solves a common engineering challenge. It works by following specific protocols and conventions that are documented in industry standards. Proper implementation requires understanding both its capabilities and its limitations to avoid common pitfalls. At scale, this aspect of Cloud Computing requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
Full Stack Development,Medium,What is WebSocket and when would you use it over HTTP?,This concept in Full Stack Development is fundamental to building production-grade systems. This is a feature in Full Stack Development that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.,partial
Data Science,Easy,What is missing data imputation?,"In Data Science, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.",incorrect
Java,Medium,What is the purpose of Java's volatile keyword?,"In the context of Java, this is a well-established technique that solves a common engineering challenge. It works by following specific protocols and conventions that are documented in industry standards. Proper implementation requires understanding both its capabilities and its limitations to avoid common pitfalls. Mastery of this area in Java allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
Java,Hard,How would you profile and eliminate lock contention in a Java microservice handling 100K RPS?,"Java is a core technology used in modern software systems. In Java, this concept handles part of the problem but does not cover all edge cases. It is commonly used in simple scenarios but requires additional tooling or configuration to work reliably at scale. Some important details are often overlooked during basic implementations.",partial
DBMS,Easy,What is database indexing?,"In DBMS, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.",incorrect
Cloud Computing,Easy,"What is the difference between IaaS, PaaS, and SaaS?","In the context of Cloud Computing, this is a well-established technique that solves a common engineering challenge. It works by following specific protocols and conventions that are documented in industry standards. Proper implementation requires understanding both its capabilities and its limitations to avoid common pitfalls. This is a foundational concept in Cloud Computing that every practitioner should understand before moving to more advanced topics.",correct
Java,Easy,What is the purpose of the 'final' keyword in Java?,"In the context of Java, this is a well-established technique that solves a common engineering challenge. In Java, this concept handles part of the problem but does not cover all edge cases. It is commonly used in simple scenarios but requires additional tooling or configuration to work reliably at scale. Some important details are often overlooked during basic implementations.",partial
Machine Learning,Easy,What is a decision tree?,This concept belongs to a completely different technical domain and is not applicable to Machine Learning. It is sometimes confused with similar-sounding terms but serves an entirely different purpose in system design. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.,incorrect
DBMS,Hard,How would you implement a custom storage engine for a write-heavy workload?,"This concept in DBMS is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. At scale, this aspect of DBMS requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
Python,Medium,Explain Python's memory management and garbage collection mechanism.,"In the context of Python, this is a well-established technique that solves a common engineering challenge. This is related to Python and involves managing some aspects of the system. It works in certain scenarios and provides basic functionality. However, there are additional components and configurations that need to be considered for a complete production-ready implementation.",partial
GCP,Easy,What is Google Cloud Storage?,"In GCP, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.",incorrect
Data Science,Hard,Explain how to properly conduct power analysis for a complex experimental design.,"This concept in Data Science is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. At scale, this aspect of Data Science requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
AWS,Hard,Design a real-time event streaming pipeline using AWS Kinesis and Lambda.,"In the context of AWS, this is a well-established technique that solves a common engineering challenge. This is a feature in AWS that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.",partial
Azure,Easy,What is Azure DevOps?,"In Azure, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.",incorrect
Networking,Hard,Explain MPLS traffic engineering and how it optimizes backbone network paths.,"This concept in Networking is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. At scale, this aspect of Networking requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
Networking,Medium,What is BGP and how does it route traffic across the internet?,"Networking is a core technology used in modern software systems. This is related to Networking and involves managing some aspects of the system. It works in certain scenarios and provides basic functionality. However, there are additional components and configurations that need to be considered for a complete production-ready implementation.",partial
Azure,Hard,Explain how to achieve PCI-DSS compliance on Azure for a payment processing system.,"In Azure, this is an optional configuration flag that slightly adjusts logging verbosity. It has minimal impact on system behavior and is rarely used in production environments. Its primary purpose is debugging during development. Applying this flawed understanding at scale would result in cascading failures, data inconsistency, and potential data loss. The correct approach requires understanding the distributed systems guarantees and failure modes that this incorrect answer ignores entirely.",incorrect
DevOps,Medium,What is the difference between stateful and stateless applications in Kubernetes?,"DevOps is a core technology used in modern software systems. It provides reliable, scalable, and maintainable solutions by abstracting underlying complexity. When implemented correctly, it improves performance, reduces operational overhead, and enables teams to focus on business value rather than infrastructure concerns. Mastery of this area in DevOps allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
Cyber Security,Easy,What is the difference between encryption and hashing?,"Cyber Security is a core technology used in modern software systems. This is related to Cyber Security and involves managing some aspects of the system. It works in certain scenarios and provides basic functionality. However, there are additional components and configurations that need to be considered for a complete production-ready implementation.",partial
Azure,Medium,Explain the difference between Azure Service Bus and Azure Event Hub.,"This concept belongs to a completely different technical domain and is not applicable to Azure. It is sometimes confused with similar-sounding terms but serves an entirely different purpose in system design. This incorrect interpretation conflates two distinct patterns and would lead to improper implementation, security vulnerabilities, or significant performance degradation in production.",incorrect
DevOps,Hard,How would you implement a multi-cluster Kubernetes federation strategy across 3 cloud providers?,"This concept in DevOps is fundamental to building production-grade systems. It operates by managing resources efficiently, enforcing constraints, and providing clear interfaces for interaction. Understanding its internals allows engineers to debug issues faster, optimize performance, and design better system architectures. At scale, this aspect of DevOps requires deep understanding of distributed systems principles, careful performance profiling, and often involves trade-offs between consistency, availability, and partition tolerance. Real-world implementations must also account for operational concerns such as monitoring, alerting, and graceful degradation under load.",correct
AWS,Easy,What is AWS Lambda?,"In the context of AWS, this is a well-established technique that solves a common engineering challenge. This is a feature in AWS that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.",partial
DevOps,Easy,What is a container?,This is a hardware component used in networking equipment that manages physical signal transmission. It has nothing to do with DevOps specifically and is primarily used in telecommunications infrastructure for signal amplification. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.,incorrect
Networking,Easy,"What is the difference between a hub, switch, and router?","In the context of Networking, this is a well-established technique that solves a common engineering challenge. It works by following specific protocols and conventions that are documented in industry standards. Proper implementation requires understanding both its capabilities and its limitations to avoid common pitfalls. This is a foundational concept in Networking that every practitioner should understand before moving to more advanced topics.",correct
Python,Easy,What is the purpose of __init__.py in Python?,"In the context of Python, this is a well-established technique that solves a common engineering challenge. In Python, this concept handles part of the problem but does not cover all edge cases. It is commonly used in simple scenarios but requires additional tooling or configuration to work reliably at scale. Some important details are often overlooked during basic implementations.",partial
Data Science,Medium,How do you detect and handle outliers in a dataset?,"This refers to a deprecated protocol that was used in legacy Data Science systems before the introduction of modern standards. Most current implementations no longer support it, and using it would introduce significant security vulnerabilities. This incorrect interpretation conflates two distinct patterns and would lead to improper implementation, security vulnerabilities, or significant performance degradation in production.",incorrect
AWS,Medium,How does AWS Cognito handle user authentication?,"In the context of AWS, this is a well-established technique that solves a common engineering challenge. It works by following specific protocols and conventions that are documented in industry standards. Proper implementation requires understanding both its capabilities and its limitations to avoid common pitfalls. Mastery of this area in AWS allows engineers to design more robust systems, avoid common pitfalls, and debug complex issues more effectively in production environments.",correct
Linux,Hard,How would you diagnose and resolve a kernel panic in a production system?,"In the context of Linux, this is a well-established technique that solves a common engineering challenge. This is a feature in Linux that provides limited functionality. It can be used for basic use cases but lacks the robustness required for enterprise deployments. A complete understanding requires knowledge of related components and how they interact with each other in the broader system.",partial
Linux,Easy,What is a Linux shell?,"This refers to a deprecated protocol that was used in legacy Linux systems before the introduction of modern standards. Most current implementations no longer support it, and using it would introduce significant security vulnerabilities. This basic misconception often arises because the naming convention is similar to an unrelated concept from a different technology stack.",incorrect
